id,label,name,description
972,Figure,Powder_sieve_operation_4_Figure_236.png,"Positioned beside the powder sieving station, a researcher is using his right hand to handle the pressure valve located on the station's lid. At this moment, the powder supply bottle is properly connected, and both top valves, S1 and A1, are securely shut."
973,Figure,Powder_sieve_operation_4_Figure_237.png,"A researcher is using his right hand to touch the clamp that connects the powder delivery pipeline to the lid of the powder sieving station, meticulously verifying that the connections are both accurate and secure."
974,Figure,Powder_sieve_operation_5_Figure_005.png,"By placing his hand on the clamp situated between the top valves S1 and A1 on the powder sieving station, a researcher is examining the integrity of the connections. Both valves currently remain in the closed position."
975,Figure,Powder_sieve_operation_5_Figure_011.png,"To verify the correctness of the connection between the powder supply bottle and the top valve A1, a researcher is pointing toward the bottle using his hand. At this time, both top valves, A1 and S1, are in the closed position."
976,Figure,Powder_sieve_operation_5_Figure_012.png,"At the top of the powder sieving station, a researcher grips the handle of valve A1 with his right hand, attempting to switch it to an open state. Meanwhile, valve S1 remains in the closed position."
977,Figure,Powder_sieve_operation_5_Figure_052.png,"Resting his hands on the framework of the powder sieving station, a researcher observes that both top valves, S1 and A1, are in the closed position, with the pressure valve on the station's lid clearly visible."
978,Figure,Powder_sieve_operation_5_Figure_053.png,"A researcher notes that both top valves, S1 and A1, are in the closed position. The station闁炽儲鐛?lid shows a clearly visible pressure valve, but no clamp connects the lid to the main body."
979,Figure,Powder_sieve_operation_5_Figure_127.png,"At the front of the Renishaw AM400 machine, a researcher is supporting the machine's chamber with his left hand while pointing to its interior with his right hand."
980,Figure,Powder_sieve_operation_5_Figure_155.png,"Around the vacuum cleaner, also called the wet separator, a researcher is positioned, with the vacuum's pipeline visible in the lower right corner of the image."
981,Figure,Powder_sieve_operation_5_Figure_186.png,"Into the chamber of the vacuum cleaner, a researcher is manually placing the demister."
982,Figure,Powder_sieve_operation_5_Figure_187.png,"On the demister already installed inside the vacuum cleaner's chamber, a researcher places their hand to check its levelness and verify proper installation."
983,Figure,Powder_sieve_operation_5_Figure_215.png,"Inside the vacuum cleaner, a researcher is dismantling the already installed demister, with the vacuum's pipeline visible in the lower-right corner of the image."
984,Figure,Powder_sieve_operation_5_Figure_216.png,"With both hands placed on the demister already installed inside the vacuum cleaner's chamber, the researcher is attempting to disassemble it."
985,Figure,Powder_sieve_operation_5_Figure_253.png,"Using his hands, the researcher is closing the top lid of the vacuum cleaner, ensuring it is securely fastened to maintain the internal seal of the device."
986,Figure,Powder_sieve_operation_5_Figure_257.png,The researcher is attempting to lift the vacuum cleaner's suction pipeline from its resting position.
987,Figure,Powder_sieve_operation_5_Figure_300.png,"A complete view of the vacuum cleaner, also referred to as a wet separator, shows the suction pipeline now connected to its chamber. The lid is properly secured on top of the chamber, ensuring a correct fit."
988,Figure,Powder_sieve_operation_5_Figure_303.png,"In the center of the image is a full view of the vacuum cleaner, also known as a wet separator. The suction pipeline is now connected to the vacuum's chamber, and the lid is properly sealed on top. A researcher is holding a replaceable suction head for the vacuum cleaner."
989,Figure,RBV_print_machine_de-build_1_Figure_002.png,"On the left, the researcher rests his left hand on the process chamber door and his right hand on the lockable glove hatch door. Meanwhile, positioned to the right, the operator keeps his left hand on the process chamber door while using his right hand to manipulate the control panel to open the chamber door."
990,Figure,RBV_print_machine_de-build_1_Figure_005.png,"As the process chamber door opens, revealing the interior, the RBV mode build plate has already risen."
991,Figure,RBV_print_machine_de-build_1_Figure_007.png,"The image reveals the glove hatch positioned on the interior side of the process chamber door. Within the chamber, the build plate operating in RBV mode has ascended to a specific height."
992,Figure,RBV_print_machine_de-build_1_Figure_026.png,"At this stage, the RBV mode build plate has been elevated to a specific height, while the operator proceeds to remove the screws connecting the build plate to the substrate."
993,Figure,RBV_print_machine_de-build_1_Figure_081.png,The researcher lifts the detached RBV mode build plate with both hands and removes it from the process chamber.
994,Figure,RBV_print_machine_de-build_2_Figure_001.png,"Laboratory personnel, outfitted in protective suits, masks, and gloves, are using a vacuum cleaner hose to remove waste powder from the lower right corner on the interior side of the process chamber door."
995,Figure,RBV_print_machine_de-build_2_Figure_005.png,"In the image, laboratory personnel donning protective suits, masks, and gloves are seen using a vacuum hose to remove waste powder from the lower right corner on the interior side of the process chamber door. Additionally, the main unit of the vacuum cleaner is positioned in the lower-left corner of the frame."
996,Figure,RBV_print_machine_de-build_2_Figure_006.png,"Using a vacuum hose, laboratory personnel equipped with protective suits, masks, and gloves are extracting waste powder from the upper right corner inside the process chamber door."
997,Figure,RBV_print_machine_de-build_2_Figure_010.png,"Equipped with protective suits, masks, and gloves, laboratory personnel are extracting waste powder from the upper interior area of the process chamber door using a vacuum hose."
998,Figure,RBV_print_machine_de-build_2_Figure_014.png,"Laboratory staff outfitted with protective suits, masks, and gloves are employing a vacuum hose to extract waste powder from the lower left section within the interior side of the process chamber door."
999,Figure,RBV_print_machine_de-build_2_Figure_045.png,"The wiper blade is being extracted from the process chamber by laboratory personnel outfitted in protective suits, gloves, and masks."
1000,Figure,RBV_print_machine_de-build_2_Figure_069.png,Laboratory personnel equipped with gloves are manually shutting the process chamber door of the Renishaw AM400 machine using both hands.
1001,Figure,RBV_print_machine_de-build_2_Figure_070.png,"Equipped with gloves, laboratory personnel use their left hand to shut the process chamber door of the Renishaw AM400 machine, while their right hand provides support."
1002,Figure,RBV_print_machine_de-build_2_Figure_084.png,"Laboratory staff clad in white protective suits, gloves, and masks are actively engaging with the HMI interface of the Renishaw AM400 machine."
1003,Figure,RBV_print_machine_de-build_2_Figure_085.png,"The Renishaw AM400 machine's user control panel is being operated by laboratory staff dressed in white protective suits, masks, and gloves."
